,geometry
190,POINT (30.3146499198778 59.83496)
191,POINT (30.2860753 59.9256063)
192,POINT (30.2022335352282 59.99900765)
193,POINT (30.3596334 59.9466078)
194,POINT (30.1947937822212 59.98873965)
195,POINT (30.3282637 59.9424131)
196,POINT (30.3033691 59.9188278)
197,POINT (30.210657803015 59.9915567)
198,POINT (30.19400715477611 59.99880085)
200,POINT (30.4053346022988 60.01251845)
201,POINT (29.7825568687552 59.90795065)
202,POINT (30.080522779664 59.72886629999999)
203,POINT (30.3529561 59.9226731)
204,POINT (30.2390477322849 59.94001120000001)
205,POINT (30.2035366217371 59.8477532)
206,POINT (30.3953429060604 60.00123829999999)
207,POINT (30.21011424176011 59.984474)
208,POINT (29.8381711 59.874903)
209,POINT (30.4220804 59.7179644)
210,POINT (30.2516611375565 60.01260125)
211,POINT (30.2730327 59.8765108)
212,POINT (30.1927397092443 59.85517289999999)
213,POINT (30.3063795 59.9275231)
214,POINT (30.3143457494605 59.994567)
216,POINT (30.3454243 59.9275075)
217,POINT (30.41934770000001 59.7270619)
218,POINT (30.3321581 59.9459067)
219,POINT (30.511414 59.8308558)
221,POINT (30.26329245 59.8941523)
224,POINT (30.604600652355 59.73301795)
225,POINT (30.31721015 59.86998015)
226,POINT (30.3940794 59.8438313)
227,POINT (30.2367985 59.9458364)
228,POINT (30.2460391 60.0229789)
229,POINT (30.1922795275487 59.8197201)
230,POINT (29.6966430827158 60.23657610000001)
231,POINT (30.2431870687727 60.00046475)
232,POINT (30.2679244715704 59.86718995)
233,POINT (30.56963570000001 59.74815995)
234,POINT (30.3420689073932 59.9949118)
236,POINT (30.2414131029241 59.95019525)
237,POINT (30.2270768883562 60.01907370000001)
238,POINT (30.0841675409381 59.7410581)
239,POINT (30.3867117284585 60.0159227)
240,POINT (30.3707431528921 59.8645995)
241,POINT (30.2822600927583 59.9863321)
242,POINT (30.4830204240453 59.938564)
244,POINT (30.4174370868283 59.94470335)
245,POINT (30.6138959015108 59.7428754)
246,POINT (30.4382583472624 59.8762356)
247,POINT (30.3008536036671 59.85487185)
248,POINT (30.4592723771404 60.0291915)
250,POINT (30.27347475 59.96860565)
251,POINT (30.1781020333417 59.8370703)
252,POINT (30.2785869491135 59.8668963)
253,POINT (30.4251038548864 59.92928665)
254,POINT (30.4137341196586 59.94675400000001)
255,POINT (30.4769101211176 59.9116826)
258,POINT (30.4056577 59.721976)
259,POINT (30.2895717620474 60.05977675)
260,POINT (30.4152587 59.9265556)
263,POINT (30.3917462338075 59.8741294)
264,POINT (30.4154407381813 59.96586510000001)
265,POINT (30.4992087 59.9460139)
266,POINT (30.4101985448628 59.96313965)
267,POINT (30.2158928660982 59.9911709)
269,POINT (30.34909439999999 59.9121178)
270,POINT (30.6157779933209 59.74121405)
271,POINT (30.1406923 59.8524627)
272,POINT (30.3755981 60.02258689999999)
273,POINT (30.2997916184977 59.96264585)
274,POINT (30.4217648 59.89808170000001)
275,POINT (30.594175 59.747721)
276,POINT (30.4044023925017 59.71658285)
277,POINT (30.3682963 60.04949770000001)
278,POINT (30.40869506684081 60.0066241)
279,POINT (30.43330797571081 59.9162095)
280,POINT (30.3717439 59.9234284)
281,POINT (30.4656674 59.9323427)
282,POINT (30.56761975 59.75092595)
283,POINT (30.3290719 59.9239787)
284,POINT (30.2872921 60.0232597)
285,POINT (30.1673331251524 59.8395179)
286,POINT (30.2906412720193 60.05983345)
287,POINT (30.2595995 59.85134710000001)
288,POINT (30.2519788890698 60.003174)
289,POINT (30.41315498330211 59.72783475)
290,POINT (30.4570475021898 60.03114115)
291,POINT (30.1989147047073 59.84836529999999)
292,POINT (30.1149048 59.8437948)
293,POINT (30.4001811557812 59.82992595)
295,POINT (30.3930750068875 59.862915)
296,POINT (30.32030455303211 60.0413782)
297,POINT (30.5976483184053 59.77580495)
298,POINT (30.403687366842 59.9698488)
299,POINT (30.2773392395614 60.01652070000001)
301,POINT (30.2739039885903 59.98560275)
302,POINT (30.30421823607311 59.9880115)
303,POINT (30.3678686275417 59.8665958)
304,POINT (30.4944800967849 59.9013042)
306,POINT (30.5878533 59.7412301)
307,POINT (30.4650034564653 59.93038945)
309,POINT (29.9241612 59.8773618)
310,POINT (30.4049377426635 59.73478415)
311,POINT (30.1118649763587 59.8456041)
312,POINT (29.94646601142631 59.857863)
314,POINT (30.4326604 59.9089379)
315,POINT (30.2386159256794 59.95289805)
316,POINT (30.3605352491843 60.00429085)
319,POINT (30.4182496829098 59.71912445)
320,POINT (29.862634629457 59.8730252)
321,POINT (30.5736504403359 59.74079655)
322,POINT (30.0528668 59.849935)
323,POINT (30.3421321 59.9972566)
324,POINT (30.6091677744519 59.74252705)
325,POINT (30.3841096 59.8712247)
326,POINT (29.9214932 59.8749059)
327,POINT (29.9788106225292 60.1003365)
330,POINT (30.3296294359984 59.91386899999999)
331,POINT (30.2745798453527 60.02077729999999)
332,POINT (30.4149945995156 59.7288653)
333,POINT (30.2858634513937 59.9304505)
334,POINT (30.4336308716188 59.9557555)
335,POINT (30.3823246 59.9663808)
336,POINT (30.3287302 59.9040689)
337,POINT (30.3323317 59.87633)
338,POINT (30.3877952835995 59.861017)
339,POINT (29.9150397 59.87929370000001)
340,POINT (30.5935715 59.7457636)
341,POINT (30.3089963 59.85238470000001)
342,POINT (30.339125 59.85852120000001)
343,POINT (30.3355606161255 60.03984215)
344,POINT (30.4979013688212 59.9496147)
345,POINT (30.3264198386375 59.8785333)
346,POINT (30.4071619 59.9283797)
347,POINT (30.405527142702 59.86987625)
348,POINT (30.5898682511191 59.75019845)
349,POINT (30.3425690576604 60.03752045)
350,POINT (30.4324725823496 59.893439)
353,POINT (30.41446191262861 60.01745585)
354,POINT (30.6034661734273 59.7447503)
355,POINT (30.61506215 59.7436939)
356,POINT (30.3360281 59.92512560000001)
358,POINT (30.3263892658165 59.8634928)
360,POINT (30.3276029 59.92755010000001)
361,POINT (30.6092662767056 59.74215)
362,POINT (30.4041830100284 59.9244309)
363,POINT (30.41876140823561 59.98806295)
364,POINT (30.2976899 59.923667)
365,POINT (30.4710481 59.954328)
366,POINT (30.3199699 59.86717610000001)
367,POINT (30.3190856 59.8715027)
369,POINT (30.4134237131772 59.86354620000001)
370,POINT (30.4914295 59.9560474)
372,POINT (30.4937344 59.95302625)
373,POINT (30.4840357 59.9541019)
374,POINT (30.6131497154943 59.7314944)
375,POINT (30.49186535 59.9405426)
377,POINT (30.2991921454391 59.91260535)
379,POINT (30.3725225 59.85106260000001)
380,POINT (30.2177232787488 59.82612025)
381,POINT (30.22009000000001 59.825492)
382,POINT (29.7713838681563 59.99837339999999)
383,POINT (30.3270946 59.9240215)
386,POINT (30.3053258 59.9255269)
387,POINT (30.2239516690608 59.94278155)
389,POINT (30.2453066459042 59.85745985)
390,POINT (30.4781693 59.8831704)
391,POINT (30.2186988051026 60.00763979999999)
392,POINT (30.4970777328853 59.92468225)
393,POINT (30.44111070000001 59.8634995)
394,POINT (30.2979686 59.9502968)
396,POINT (30.4269260570335 59.89242555)
397,POINT (30.0819706 59.7363423)
398,POINT (30.4573082115948 59.88265165)
399,POINT (30.1696332 59.8426095)
400,POINT (30.2820207 59.99835600000001)
401,POINT (30.4296398 59.9081334)
403,POINT (30.3131427 59.9937954)
404,POINT (30.4863681560908 59.881998)
405,POINT (30.4938845560188 59.91881365)
407,POINT (30.32425150000001 59.92714590000001)
408,POINT (30.32166 59.8586537)
409,POINT (30.4304141 59.71551055)
410,POINT (30.4775953056142 59.877152)
411,POINT (30.38292195 60.0405252)
412,POINT (30.2867196726811 59.9653599)
413,POINT (30.3875658 60.0444019)
414,POINT (30.319953 59.9297483)
415,POINT (30.310307 59.87188100000001)
416,POINT (30.3869731942435 60.04575545)
417,POINT (29.69931685 60.2369424)
418,POINT (30.425235 59.9733076)
420,POINT (30.623295090118 59.73670245)
421,POINT (30.2979895121828 60.0308198)
422,POINT (30.2988736 59.91778100000001)
424,POINT (29.9142357557958 59.87407985)
427,POINT (29.6640427968356 60.1955939)
428,POINT (30.37386126770789 59.93364735)
429,POINT (30.3471095 59.907387)
430,POINT (30.26376095 59.98535645)
431,POINT (29.9059324 59.86895210000001)
432,POINT (30.2993221 59.9519365)
434,POINT (30.3280498 59.95955110000001)
436,POINT (30.49000325 59.9602069)
437,POINT (30.205086725158 59.84953005)
438,POINT (29.9538869 60.08669739999999)
439,POINT (30.25079114314849 60.00591410000001)
440,POINT (30.4059815065762 59.9126726)
442,POINT (30.0910121085022 59.73700995)
443,POINT (30.3250454 59.8499715)
445,POINT (30.3678946 59.8420994)
446,POINT (30.4195876999667 59.73723225)
447,POINT (30.30885041267301 59.95863075)
448,POINT (30.4838433756166 59.95959055)
449,POINT (30.3810072182203 59.9304321)
450,POINT (29.8652574 59.8822519)
452,POINT (30.0849087963177 59.73538345)
454,POINT (30.3000763523197 59.92420960000001)
455,POINT (30.4000962 59.916647)
456,POINT (30.4332695946963 59.967461)
457,POINT (30.2908437 59.9176419)
458,POINT (30.3171793 59.9023975)
459,POINT (30.3524129 59.9188037)
461,POINT (30.3408315 59.9247399)
462,POINT (30.4211736471543 60.04387579999999)
463,POINT (30.3272516864627 59.91274245)
464,POINT (30.3710322 59.9374912)
465,POINT (30.3387304 59.9482432)
466,POINT (30.3407454 59.9408399)
467,POINT (30.25417622426389 59.95184745)
468,POINT (30.30133072809161 59.96375035)
469,POINT (30.307339 59.95867800000001)
470,POINT (30.270272534849 59.88774839999999)
471,POINT (30.3550802 59.9264951)
473,POINT (30.3749012969949 59.9364997)
474,POINT (30.0850472 59.7188899)
475,POINT (30.3789484 59.9399515)
476,POINT (30.3748074 59.9276039)
477,POINT (30.2628029088518 59.95862395)
478,POINT (30.378294180421 59.9248275)
479,POINT (30.329094 59.9144157)
480,POINT (30.3298411 59.9144891)
481,POINT (30.4747468 59.9053262)
483,POINT (30.3279321 59.9574197)
485,POINT (30.34797767768001 59.91688095)
486,POINT (30.3048348 59.9615017)
488,POINT (30.3508918 59.9211658)
489,POINT (30.378730128426 59.98252040000001)
490,POINT (30.323830004604 59.9175387)
491,POINT (30.3353519 59.9233031)
492,POINT (30.375615776108 59.93405675)
493,POINT (30.30265448587589 59.95386175)
494,POINT (30.4747562 59.926625)
495,POINT (30.3935915361686 59.97420025)
496,POINT (30.3168595456954 59.96837075)
497,POINT (30.2510173242904 59.83841005)
498,POINT (30.3530473 59.93768299999999)
499,POINT (30.3453061 59.9309871)
500,POINT (30.2962515 59.9652366)
502,POINT (30.3654361 59.9439936)
504,POINT (30.2929393 59.9595961)
506,POINT (30.3253923 59.91486670000001)
507,POINT (30.3427651 60.05555210000001)
508,POINT (30.3723612 59.9370437)
509,POINT (30.3857329 59.86139059999999)
510,POINT (30.168761092484 59.85888005)
511,POINT (30.4966790011082 59.9116728)
512,POINT (30.3766246386747 59.92549275)
513,POINT (30.3875712180673 59.9301682)
514,POINT (30.3248976856918 59.9172387)
515,POINT (30.3550425 59.9215297)
517,POINT (30.3873334378116 59.97342645)
518,POINT (30.25628570000001 60.0245809)
519,POINT (30.3163626 59.9637543)
520,POINT (30.3902416 59.9436285)
521,POINT (30.3410471 59.93459350000001)
522,POINT (30.33241810000001 59.9364307)
523,POINT (30.2739706 59.8895824)
524,POINT (30.2830723419909 59.9011325)
525,POINT (30.3815040158394 60.0492558)
526,POINT (30.2651891 59.8761105)
528,POINT (30.2408222 59.8562411)
529,POINT (30.2694972 59.8877796)
530,POINT (30.2808798818549 59.89909785)
531,POINT (30.2753658 59.89631039999999)
532,POINT (30.2659621980792 59.8457956)
533,POINT (30.271649 59.8480879)
534,POINT (30.38274695158 59.84209355)
535,POINT (30.4455666767228 59.86726235)
536,POINT (30.3362561476929 59.837476)
537,POINT (30.3203165 59.8595027)
538,POINT (30.44444385 59.86863205)
539,POINT (30.3208026966995 60.0111431)
540,POINT (30.3704074850096 60.05200885)
541,POINT (30.341139 59.8585534)
542,POINT (30.469776774542 59.8548627)
543,POINT (29.97507375 60.0995272)
544,POINT (30.2859152345681 59.92776015)
545,POINT (29.9559791524839 60.10039690000001)
548,POINT (30.1021467 59.78061460000001)
549,POINT (30.3621167 59.9449733)
552,POINT (29.7049018 60.194307)
553,POINT (29.9681742 60.1020402)
555,POINT (29.958931576375 60.10133440000001)
558,POINT (30.60387245 59.74588035)
559,POINT (30.3798039101648 59.98142355)
561,POINT (29.7226391 60.2126629)
562,POINT (30.3285575 60.0142978)
563,POINT (30.3630007 59.8329754)
564,POINT (30.292668738792 59.9198965)
567,POINT (30.3637751654599 59.84709935)
568,POINT (30.3327582 60.0411745)
569,POINT (30.2643865669486 59.84190210000001)
570,POINT (30.3102887048425 59.98916535)
572,POINT (30.5153342 59.8348928)
573,POINT (30.3420089 59.9423059)
574,POINT (30.2916844476522 60.05951145)
575,POINT (30.2195910591808 59.94849695)
576,POINT (30.3314714795484 60.03438539999999)
577,POINT (30.4062413 59.8469406)
578,POINT (30.4302620538733 60.01444215)
579,POINT (30.2793969033495 59.8470321)
580,POINT (30.37835785 59.84783575)
581,POINT (29.7611749 59.9110559)
583,POINT (30.3659931 59.9429652)
585,POINT (30.3825223145862 59.83248985)
586,POINT (30.31921280000001 59.9710257)
588,POINT (30.4838315417949 59.90256039999999)
589,POINT (30.4703197 59.9306114)
590,POINT (30.47396452300289 59.93820875)
591,POINT (30.2706930783357 59.97124115)
592,POINT (30.3487535508766 59.9132128)
593,POINT (30.3229568482545 60.04724745)
594,POINT (30.2434551186339 60.03721160000001)
595,POINT (29.7712101 59.91548349999999)
596,POINT (30.4180548 59.89103370000001)
597,POINT (30.3229355079633 60.00978015)
598,POINT (30.2938404917769 60.0335893)
600,POINT (30.3358224011438 59.84784095)
601,POINT (30.3149015 59.92912370000001)
602,POINT (30.5838912 59.7427512)
604,POINT (30.11274665 59.84533149999999)
605,POINT (30.3631994032735 60.01637950000001)
606,POINT (30.1786222958748 59.8477122)
607,POINT (30.2923062 60.0607336)
608,POINT (30.3634577 59.9309598)
609,POINT (30.4201217564546 59.8974238)
610,POINT (30.3061328 59.95350749999999)
613,POINT (30.1991603 59.8590162)
614,POINT (30.60824280000001 59.7477368)
615,POINT (30.23907431852689 59.950824)
617,POINT (30.2425156 59.8497235)
618,POINT (30.3879290008437 60.02012489999999)
619,POINT (30.33447270000001 59.9855896)
620,POINT (30.4219091612995 59.88317245)
621,POINT (30.4095956 59.95341139999999)
622,POINT (30.2533884443208 59.83610375)
623,POINT (30.2767398971591 59.84628815)
624,POINT (30.3086200800158 60.0487889)
625,POINT (30.3657778 59.8446411)
627,POINT (30.3613803 59.8850064)
628,POINT (30.3468053254083 59.84197535)
630,POINT (30.2504151 59.9682907)
631,POINT (30.2615576154696 59.9475832)
632,POINT (30.3127794035956 59.99113635)
634,POINT (30.3298323 60.0020506)
635,POINT (30.3866624395498 59.9405808)
636,POINT (29.6977727158491 60.20234595)
637,POINT (30.4038907 60.03695870000001)
639,POINT (30.47128145 59.89787815)
640,POINT (30.2283212509281 59.9407016)
641,POINT (29.7835745535561 59.99331925)
643,POINT (30.24452214020781 59.84064485)
644,POINT (30.2445616926723 59.90689565)
645,POINT (30.3879290008437 60.02012489999999)
646,POINT (30.41530511662411 59.89525585)
647,POINT (30.3269888 59.8275874)
648,POINT (30.35293511947589 59.8579592)
649,POINT (30.21662602997361 59.98805405)
651,POINT (30.415731 59.72225600000001)
652,POINT (30.4360878765696 59.894346)
653,POINT (30.1958279 59.9996234)
654,POINT (30.3346009931846 59.9991769)
655,POINT (30.26692969648689 59.9715856)
656,POINT (30.13002980000001 59.7773614)
657,POINT (30.4092786081818 59.83008140000001)
658,POINT (30.4910359 59.91463525)
659,POINT (30.1934203 59.8310818)
661,POINT (30.3653212111392 59.8597693)
662,POINT (30.2541808200818 60.08353505)
663,POINT (30.2860827 59.9137288)
667,POINT (30.34643415 59.9880387)
668,POINT (30.4832736320812 59.91845205)
669,POINT (30.2341978155532 59.95503145)
670,POINT (30.4002336126024 59.71729315)
671,POINT (30.2998294243776 59.87271805)
672,POINT (30.433264 59.684853)
673,POINT (30.4215304 59.8971796)
674,POINT (30.4025613327686 59.98488075)
675,POINT (30.2574709 59.85675565)
677,POINT (29.9134501423718 59.86940275)
678,POINT (30.2532054 60.00495640000001)
679,POINT (30.2846319 60.0006193)
680,POINT (30.2693054468245 59.86789520000001)
681,POINT (30.2548598 59.8576031)
682,POINT (30.49370900000001 59.9165957)
683,POINT (30.395007588665 60.0468666)
684,POINT (30.2865282162015 60.01332729999999)
685,POINT (30.31470310000001 59.90295749999999)
686,POINT (30.3113229 59.9936137)
688,POINT (30.1578577735274 59.83245145)
689,POINT (29.97926640233989 60.099165)
690,POINT (30.3940886107613 59.97641820000001)
691,POINT (30.37692782638489 59.8484627)
692,POINT (30.290581047569 59.965777)
693,POINT (30.2378923371215 60.00142375)
694,POINT (30.1772576732601 59.83000055)
695,POINT (30.4288135665942 59.6881199)
696,POINT (30.32485244375561 60.0177934)
698,POINT (30.3719036124324 60.05225425)
699,POINT (30.3849180275339 59.94522625)
700,POINT (30.2126713 59.8594221)
701,POINT (30.3209889958092 59.99863545)
702,POINT (30.2785429387291 59.85345195)
703,POINT (30.2928969 59.9126114)
704,POINT (30.50092587425 59.94941360000001)
705,POINT (30.4216036005521 59.9769452)
706,POINT (30.2939845 59.92404129999999)
707,POINT (30.61457884889131 59.74292635)
708,POINT (30.2858634513937 59.9304505)
709,POINT (30.2835786823504 60.01505225)
710,POINT (30.3802952 59.9640872)
711,POINT (30.4148266 59.86322120000001)
713,POINT (30.2993682 59.952861)
714,POINT (30.4221263 59.8968201)
715,POINT (30.40808775 59.70951155)
716,POINT (30.3404913 59.97204050000001)
717,POINT (30.408717227978 59.92923645)
719,POINT (30.4993108 59.9478929)
720,POINT (30.4766828 59.9482176)
721,POINT (30.3314714795484 60.03438539999999)
722,POINT (30.4964 59.9441747)
724,POINT (30.4107844555555 59.7083792)
725,POINT (30.58973705 59.7498711)
726,POINT (30.0319177271975 59.84651935)
727,POINT (30.3240582 59.8761591)
729,POINT (30.3401147392745 59.9700943)
730,POINT (30.46296105 59.945379)
732,POINT (30.41622599219 59.91842605)
737,POINT (30.4306606 59.8899603)
738,POINT (30.590358 59.73591855)
740,POINT (30.3188559625 60.05072)
741,POINT (30.3555897 59.9578053)
742,POINT (30.4109210237705 59.95600875)
744,POINT (30.4151586 60.0158543)
745,POINT (30.360115 59.9377037)
746,POINT (29.8381711 59.874903)
747,POINT (30.34490923582 59.92257985)
748,POINT (30.40092855 59.7242301)
749,POINT (30.31263520000001 59.9158717)
750,POINT (30.3528368 59.94765079999999)
751,POINT (30.5161093263803 59.97748365)
752,POINT (30.3168489 59.9605919)
754,POINT (30.410554495922 59.8756782)
755,POINT (30.2976508 59.9154028)
756,POINT (30.2948049 59.912801)
757,POINT (30.426688431811 60.02319165)
758,POINT (30.3178499 59.9589436)
760,POINT (30.5667384711806 59.74162035)
761,POINT (30.6124789208645 59.73197075)
763,POINT (30.3115233 59.9671331)
764,POINT (30.226770544896 59.8282548)
765,POINT (30.4900766 59.9376706)
766,POINT (30.60898863413431 59.74772320000001)
767,POINT (30.3779872417645 59.92750065)
770,POINT (30.2100583831207 59.83835015)
771,POINT (30.2237408854407 59.83048520000001)
772,POINT (30.3056954 59.9256907)
